id;League;Season;Jornada;Home Team;Away Team;Home Goals;Away Goals;Home Points;Away Points;goles_ultimos_5_partidos_equipo_local;goles_ultimos_5_partidos_equipo_visitante;puntos_ultimos_5_partidos_equipo_local;puntos_ultimos_5_partidos_equipo_visitante;goles_ultimos_5_partidos_local_siendo_local;goles_ultimos_5_partidos_visitante_siendo_visitante;puntos_ultimos_5_partidos_local_siendo_local;puntos_ultimos_5_partidos_visitante_siendo_visitante;goles_en_contra_ultimos_5_partidos_equipo_local;goles_en_contra_ultimos_5_partidos_equipo_visitante;goles_en_contra_ultimos_5_partidos_local_siendo_local;goles_en_contra_ultimos_5_partidos_visitante_siendo_visitante;falta;Winner
14597;LaLiga Hypermotion;1990-91;24;Elche;Albacete;2;0;3;0;12;8;10;11;10;9;8;10;4;3;5;4;False;1
14598;LaLiga Hypermotion;1990-91;24;Salamanca;Celta;1;1;1;1;3;5;3;9;6;1;9;2;6;2;3;7;False;0
14599;LaLiga Hypermotion;1990-91;24;Athletic;Aviles;2;0;3;0;3;8;4;11;6;4;10;9;11;3;5;1;False;1
14600;LaLiga Hypermotion;1990-91;24;Murcia;Orihuela;3;0;3;0;11;8;8;10;12;6;13;5;7;4;5;9;False;1
14601;LaLiga Hypermotion;1990-91;24;Levante;CD Malaga;1;3;0;3;1;1;2;5;1;1;3;3;7;2;4;4;False;2
14602;LaLiga Hypermotion;1990-91;25;Sabadell;Las Palmas;0;0;1;1;2;3;5;3;4;3;7;1;7;8;5;11;False;0
14603;LaLiga Hypermotion;1990-91;25;Sestao;Salamanca;1;1;1;1;3;4;8;4;5;2;9;2;1;6;2;6;False;0
14604;LaLiga Hypermotion;1990-91;25;Celta;Palamos;1;2;0;3;4;2;7;3;4;1;9;2;3;6;1;8;False;2
14605;LaLiga Hypermotion;1990-91;25;0erez;Levante;2;0;3;0;6;2;5;1;9;1;8;2;8;10;4;10;False;1
14606;LaLiga Hypermotion;1990-91;25;Figueres;Athletic;5;1;3;0;8;5;12;7;8;2;13;3;3;5;2;9;False;1
14607;LaLiga Hypermotion;1990-91;25;Eibar;Lleida;3;0;3;0;5;6;6;7;4;5;8;6;4;6;4;5;False;1
14608;LaLiga Hypermotion;1990-91;25;CD Malaga;Murcia;1;1;1;1;4;11;8;8;7;5;10;2;2;5;3;9;False;0
14609;LaLiga Hypermotion;1990-91;25;Orihuela;Elche;3;0;3;0;8;8;10;10;7;6;11;6;5;4;2;7;False;1
14610;LaLiga Hypermotion;1990-91;25;Aviles;Deportivo;1;1;1;1;8;7;10;10;9;4;13;1;5;3;4;8;False;0
14611;LaLiga Hypermotion;1990-91;25;Albacete;Rayo;1;1;1;1;7;0;8;2;6;4;9;4;5;7;2;8;False;0
14612;LaLiga Hypermotion;1990-91;26;Lleida;Celta;2;1;3;0;6;5;7;6;8;2;8;3;8;5;6;5;False;1
14613;LaLiga Hypermotion;1990-91;26;Athletic;Sabadell;1;0;3;0;6;1;6;3;7;1;12;6;10;7;4;4;False;1
14614;LaLiga Hypermotion;1990-91;26;Murcia;0erez;0;0;1;1;11;7;8;7;13;2;13;2;5;7;4;10;False;0
14615;LaLiga Hypermotion;1990-91;26;Elche;CD Malaga;0;1;0;3;8;5;9;8;11;3;10;5;7;3;4;4;False;2
14616;LaLiga Hypermotion;1990-91;26;Levante;Eibar;0;0;1;1;2;7;1;8;2;4;2;5;11;3;7;5;False;0
14617;LaLiga Hypermotion;1990-91;26;Palamos;Salamanca;0;3;0;3;3;5;5;5;2;2;4;2;6;5;3;6;False;2
14618;LaLiga Hypermotion;1990-91;26;Las Palmas;Albacete;0;1;0;3;3;7;4;8;3;7;6;10;7;5;5;3;False;2
14619;LaLiga Hypermotion;1990-91;26;Rayo;Orihuela;0;0;1;1;1;9;2;10;6;5;8;4;8;5;2;11;False;0
14620;LaLiga Hypermotion;1990-91;26;Aviles;Sestao;1;1;1;1;8;3;10;6;8;4;11;8;5;2;4;2;False;0
14621;LaLiga Hypermotion;1990-91;26;Deportivo;Figueres;2;1;3;0;8;12;10;12;14;5;15;7;4;4;1;5;False;1
14622;LaLiga Hypermotion;1990-91;27;0erez;Elche;1;2;0;3;6;6;7;9;10;6;11;6;6;5;2;8;False;2
14623;LaLiga Hypermotion;1990-91;27;CD Malaga;Rayo;1;0;3;0;5;1;8;3;8;5;10;4;3;5;4;9;False;1
14624;LaLiga Hypermotion;1990-91;27;Sabadell;Deportivo;1;0;3;0;0;7;2;10;3;5;5;2;7;5;5;8;False;1
14625;LaLiga Hypermotion;1990-91;27;Salamanca;Lleida;1;1;1;1;8;8;8;10;6;1;7;3;4;7;4;7;False;0
14626;LaLiga Hypermotion;1990-91;27;Eibar;Murcia;1;0;3;0;7;10;8;9;7;5;10;2;3;3;4;9;False;1
14627;LaLiga Hypermotion;1990-91;27;Albacete;Athletic;1;1;1;1;6;5;8;6;7;3;9;2;5;9;3;14;False;0
14628;LaLiga Hypermotion;1990-91;27;Celta;Levante;2;1;3;0;5;1;5;1;5;1;8;1;6;10;3;12;False;1
14629;LaLiga Hypermotion;1990-91;27;Figueres;Aviles;0;2;0;3;11;6;9;8;10;4;13;8;5;4;2;3;False;2
14630;LaLiga Hypermotion;1990-91;27;Orihuela;Las Palmas;2;2;1;1;8;2;8;4;9;2;13;1;5;6;1;10;False;0
14631;LaLiga Hypermotion;1990-91;27;Sestao;Palamos;1;0;3;0;4;3;6;5;5;2;9;4;3;8;2;8;False;1
14632;LaLiga Hypermotion;1990-91;28;Figueres;Sestao;2;0;3;0;10;3;9;6;9;4;10;8;5;3;4;2;False;1
14633;LaLiga Hypermotion;1990-91;28;Lleida;Palamos;0;0;1;1;7;3;10;4;8;2;8;4;6;9;6;6;False;0
14634;LaLiga Hypermotion;1990-91;28;Levante;Salamanca;1;0;3;0;2;6;1;6;1;4;2;4;10;5;6;5;False;1
14635;LaLiga Hypermotion;1990-91;28;Murcia;Celta;1;1;1;1;6;5;6;5;11;3;11;3;4;6;3;6;False;0
14636;LaLiga Hypermotion;1990-91;28;Deportivo;Albacete;2;1;3;0;6;5;10;6;13;5;15;10;4;6;2;3;False;1
14637;LaLiga Hypermotion;1990-91;28;Elche;Eibar;0;0;1;1;6;7;9;11;10;2;10;3;5;1;2;4;False;0
14638;LaLiga Hypermotion;1990-91;28;Aviles;Sabadell;1;0;3;0;6;1;8;5;8;1;11;5;4;3;4;5;False;1
14639;LaLiga Hypermotion;1990-91;28;Las Palmas;CD Malaga;3;0;3;0;2;6;2;10;2;4;3;8;7;3;6;2;False;1
14640;LaLiga Hypermotion;1990-91;28;Athletic;Orihuela;1;1;1;1;6;8;7;8;7;4;12;5;8;5;4;7;False;0
14641;LaLiga Hypermotion;1990-91;28;Rayo;0erez;1;0;3;0;1;7;3;7;4;2;6;2;4;5;2;10;False;1
14642;LaLiga Hypermotion;1990-91;29;Sabadell;Figueres;2;1;3;0;1;10;5;9;3;6;8;7;2;5;3;5;False;1
14643;LaLiga Hypermotion;1990-91;29;Sestao;Lleida;1;1;1;1;3;6;5;8;4;2;9;4;5;6;2;7;False;0
14644;LaLiga Hypermotion;1990-91;29;Palamos;Levante;0;0;1;1;3;3;5;4;2;2;4;1;6;7;5;13;False;0
14645;LaLiga Hypermotion;1990-91;29;0erez;Las Palmas;0;0;1;1;4;5;4;5;7;3;8;2;6;5;3;10;False;0
14646;LaLiga Hypermotion;1990-91;29;Eibar;Rayo;1;1;1;1;5;2;9;6;8;2;13;1;1;2;1;9;False;0
14647;LaLiga Hypermotion;1990-91;29;Salamanca;Murcia;3;0;3;0;6;5;6;6;5;5;5;2;4;3;5;8;False;1
14648;LaLiga Hypermotion;1990-91;29;Albacete;Aviles;0;0;1;1;4;5;5;8;8;5;9;8;6;4;4;3;False;0
14649;LaLiga Hypermotion;1990-91;29;Celta;Elche;1;1;1;1;6;4;5;7;7;7;10;9;7;5;4;7;False;0
14650;LaLiga Hypermotion;1990-91;29;Orihuela;Deportivo;0;0;1;1;6;6;6;10;10;4;13;2;6;4;2;7;False;0
14651;LaLiga Hypermotion;1990-91;29;CD Malaga;Athletic;1;0;3;0;6;6;10;8;6;3;10;2;5;7;2;14;False;1
14652;LaLiga Hypermotion;1990-91;30;Levante;Lleida;2;0;3;0;2;4;5;6;2;3;4;5;4;6;6;7;False;1
14653;LaLiga Hypermotion;1990-91;30;Las Palmas;Eibar;1;0;3;0;5;5;6;9;5;2;6;4;3;1;5;3;False;1
14654;LaLiga Hypermotion;1990-91;30;Athletic;0erez;0;0;1;1;4;3;5;5;6;2;10;2;8;3;4;8;False;0
14655;LaLiga Hypermotion;1990-91;30;Murcia;Palamos;1;1;1;1;2;2;3;5;9;2;9;4;6;5;2;6;False;0
14656;LaLiga Hypermotion;1990-91;30;Deportivo;CD Malaga;1;0;3;0;5;4;8;10;10;4;15;8;4;4;3;4;False;1
14657;LaLiga Hypermotion;1990-91;30;Figueres;Albacete;3;1;3;0;9;4;6;6;11;5;12;7;7;4;4;5;False;1
14658;LaLiga Hypermotion;1990-91;30;Aviles;Orihuela;1;1;1;1;5;6;9;7;8;5;11;6;2;3;4;6;False;0
14659;LaLiga Hypermotion;1990-91;30;Elche;Salamanca;0;0;1;1;3;8;5;8;4;4;8;4;6;3;2;5;False;0
14660;LaLiga Hypermotion;1990-91;30;Sabadell;Sestao;1;1;1;1;3;4;7;6;4;4;8;7;3;5;4;4;False;0
14661;LaLiga Hypermotion;1990-91;30;Rayo;Celta;2;1;3;0;3;6;6;5;1;4;6;4;3;7;2;5;False;1
14662;LaLiga Hypermotion;1990-91;31;Sestao;Levante;0;1;0;3;4;4;6;8;3;2;7;2;5;2;2;8;False;2
14663;LaLiga Hypermotion;1990-91;31;Salamanca;Rayo;2;2;1;1;7;4;8;8;8;2;8;2;2;3;4;8;False;0
14664;LaLiga Hypermotion;1990-91;31;Eibar;Athletic;0;1;0;3;2;3;6;6;8;3;11;2;2;3;2;9;False;2
14665;LaLiga Hypermotion;1990-91;31;Celta;Las Palmas;1;0;3;0;6;6;5;8;6;3;8;3;7;3;5;6;False;1
14666;LaLiga Hypermotion;1990-91;31;Lleida;Murcia;1;1;1;1;4;2;6;3;7;4;8;2;5;6;5;9;False;0
14667;LaLiga Hypermotion;1990-91;31;Orihuela;Figueres;1;1;1;1;4;7;5;6;9;6;11;6;4;7;2;6;False;0
14668;LaLiga Hypermotion;1990-91;31;Albacete;Sabadell;0;0;1;1;4;4;5;7;6;1;7;4;6;4;4;6;False;0
14669;LaLiga Hypermotion;1990-91;31;0erez;Deportivo;3;0;3;0;1;5;3;10;7;2;8;3;3;3;3;4;False;1
14670;LaLiga Hypermotion;1990-91;31;CD Malaga;Aviles;1;0;3;0;3;5;9;9;4;5;10;8;4;2;2;3;False;1
14671;LaLiga Hypermotion;1990-91;31;Palamos;Elche;1;0;3;0;1;3;3;6;2;7;4;7;5;3;5;8;False;1
14672;LaLiga Hypermotion;1990-91;32;Sabadell;Orihuela;1;1;1;1;4;5;8;5;4;4;8;4;3;5;4;7;False;0
14673;LaLiga Hypermotion;1990-91;32;Las Palmas;Salamanca;2;0;3;0;6;6;8;6;6;4;9;5;3;4;4;4;False;1
14674;LaLiga Hypermotion;1990-91;32;Murcia;Levante;2;0;3;0;3;5;3;10;9;2;9;4;7;2;2;7;False;1
14675;LaLiga Hypermotion;1990-91;32;Albacete;Sestao;0;0;1;1;3;3;3;5;4;4;5;5;6;5;4;5;False;0
14676;LaLiga Hypermotion;1990-91;32;Aviles;0erez;5;0;3;0;4;4;8;5;6;1;9;2;2;3;3;7;False;1
14677;LaLiga Hypermotion;1990-91;32;Athletic;Celta;1;1;1;1;3;6;6;8;4;4;8;3;3;5;3;6;False;0
14678;LaLiga Hypermotion;1990-91;32;Figueres;CD Malaga;0;1;0;3;7;3;7;9;12;4;12;7;6;4;4;5;False;2
14679;LaLiga Hypermotion;1990-91;32;Elche;Lleida;0;0;1;1;3;3;6;4;4;3;8;5;3;5;2;7;False;0
14680;LaLiga Hypermotion;1990-91;32;Deportivo;Eibar;2;3;0;3;3;2;7;5;8;2;15;3;5;3;3;4;False;2
14681;LaLiga Hypermotion;1990-91;32;Rayo;Palamos;0;0;1;1;6;2;8;6;3;3;8;5;5;2;3;6;False;0
14682;LaLiga Hypermotion;1990-91;33;Celta;Deportivo;0;0;1;1;5;5;6;7;7;2;10;2;5;7;5;7;False;0
14683;LaLiga Hypermotion;1990-91;33;Sestao;Murcia;0;0;1;1;2;5;3;6;3;4;6;3;5;6;3;8;False;0
14684;LaLiga Hypermotion;1990-91;33;Levante;Elche;3;1;3;0;4;1;10;4;4;5;7;7;2;2;5;6;False;1
14685;LaLiga Hypermotion;1990-91;33;Lleida;Rayo;1;0;3;0;2;6;4;9;8;4;9;3;4;4;5;7;False;1
14686;LaLiga Hypermotion;1990-91;33;0erez;Figueres;0;2;0;3;3;7;5;7;9;6;10;4;6;5;2;7;False;2
14687;LaLiga Hypermotion;1990-91;33;Salamanca;Athletic;3;0;3;0;5;3;5;6;10;4;9;4;5;3;4;9;False;1
14688;LaLiga Hypermotion;1990-91;33;Eibar;Aviles;0;0;1;1;4;7;5;8;7;4;10;7;5;2;2;3;False;0
14689;LaLiga Hypermotion;1990-91;33;Palamos;Las Palmas;2;0;3;0;2;6;7;10;2;2;6;3;1;1;4;5;False;1
14690;LaLiga Hypermotion;1990-91;33;CD Malaga;Sabadell;4;2;3;0;3;4;9;6;4;0;10;2;4;4;2;6;False;1
14691;LaLiga Hypermotion;1990-91;33;Orihuela;Albacete;0;0;1;1;4;2;5;3;9;5;9;6;4;5;3;7;False;0
14692;LaLiga Hypermotion;1990-91;34;Sabadell;0erez;3;2;3;0;6;3;6;5;5;1;9;2;7;7;3;9;False;1
14693;LaLiga Hypermotion;1990-91;34;Rayo;Levante;2;2;1;1;5;6;6;10;3;2;9;4;5;3;1;6;False;0
14694;LaLiga Hypermotion;1990-91;34;Aviles;Celta;0;0;1;1;6;4;6;6;9;5;9;3;2;4;3;7;False;0
14695;LaLiga Hypermotion;1990-91;34;Orihuela;Sestao;1;0;3;0;3;2;5;4;6;2;7;3;3;3;3;5;False;1
14696;LaLiga Hypermotion;1990-91;34;Deportivo;Salamanca;2;1;3;0;3;8;5;8;8;4;12;5;6;4;5;4;False;1
14697;LaLiga Hypermotion;1990-91;34;Las Palmas;Lleida;2;0;3;0;3;3;7;6;6;2;9;3;3;4;3;7;False;1
14698;LaLiga Hypermotion;1990-91;34;Elche;Murcia;3;2;3;0;2;4;3;6;2;2;6;3;5;5;1;6;False;1
14699;LaLiga Hypermotion;1990-91;34;Athletic;Palamos;2;0;3;0;2;4;5;9;5;3;9;6;5;1;2;3;False;1
14700;LaLiga Hypermotion;1990-91;34;Figueres;Eibar;1;1;1;1;7;4;7;5;10;4;9;6;5;5;5;4;False;0
14701;LaLiga Hypermotion;1990-91;34;Albacete;CD Malaga;2;2;1;1;1;7;4;12;2;5;5;9;3;3;2;5;False;0
14702;LaLiga Hypermotion;1990-91;35;Celta;Figueres;2;0;3;0;3;7;6;8;5;7;8;7;3;4;4;5;False;1
14703;LaLiga Hypermotion;1990-91;35;Sestao;Elche;2;1;3;0;1;4;3;5;3;4;6;4;3;6;3;9;False;1
14704;LaLiga Hypermotion;1990-91;35;Palamos;Deportivo;1;1;1;1;4;5;8;7;4;1;8;3;3;7;4;5;False;0
14705;LaLiga Hypermotion;1990-91;35;Eibar;Sabadell;3;0;3;0;4;7;5;6;5;2;8;2;5;8;2;6;False;1
14706;LaLiga Hypermotion;1990-91;35;Salamanca;Aviles;0;0;1;1;6;6;5;6;10;2;9;5;6;2;4;3;False;0
14707;LaLiga Hypermotion;1990-91;35;0erez;Albacete;1;2;0;3;5;3;4;4;6;3;7;4;10;5;4;7;False;2
14708;LaLiga Hypermotion;1990-91;35;Lleida;Athletic;1;0;3;0;2;4;5;8;7;3;11;4;5;4;3;10;False;1
14709;LaLiga Hypermotion;1990-91;35;Murcia;Rayo;6;1;3;0;6;6;6;6;7;4;9;3;5;6;2;6;False;1
14710;LaLiga Hypermotion;1990-91;35;CD Malaga;Orihuela;2;2;1;1;8;4;10;7;8;3;13;4;5;3;3;6;False;0
14711;LaLiga Hypermotion;1990-91;35;Levante;Las Palmas;2;3;0;3;8;5;10;9;7;2;10;3;5;3;4;5;False;2
14712;LaLiga Hypermotion;1990-91;36;Deportivo;Lleida;5;0;3;0;5;3;5;8;9;2;12;3;8;3;6;6;False;1
14713;LaLiga Hypermotion;1990-91;36;Las Palmas;Murcia;2;0;3;0;7;11;9;8;8;3;12;2;5;5;1;8;False;1
14714;LaLiga Hypermotion;1990-91;36;Aviles;Palamos;3;3;1;1;5;4;6;8;8;1;9;3;1;3;2;4;False;0
14715;LaLiga Hypermotion;1990-91;36;Sabadell;Celta;3;0;3;0;6;4;5;9;8;4;11;3;10;1;5;6;False;1
14716;LaLiga Hypermotion;1990-91;36;CD Malaga;Sestao;1;0;3;0;10;2;11;5;9;2;13;3;6;3;4;5;False;1
14717;LaLiga Hypermotion;1990-91;36;Athletic;Levante;0;1;0;3;4;8;7;7;5;4;9;5;5;8;2;6;False;2
14718;LaLiga Hypermotion;1990-91;36;Figueres;Salamanca;3;2;3;0;4;6;5;5;6;4;7;4;5;6;5;5;False;1
14719;LaLiga Hypermotion;1990-91;36;Orihuela;0erez;3;2;3;0;5;6;7;3;4;2;7;2;4;12;3;9;False;1
14720;LaLiga Hypermotion;1990-91;36;Albacete;Eibar;3;1;3;0;4;7;7;8;3;4;5;6;3;4;3;4;False;1
14721;LaLiga Hypermotion;1990-91;36;Rayo;Elche;1;2;0;3;5;5;3;4;5;5;9;4;11;8;3;8;False;2
14722;LaLiga Hypermotion;1990-91;37;Palamos;Figueres;3;2;3;0;6;6;6;7;4;5;8;4;6;6;4;7;False;1
14723;LaLiga Hypermotion;1990-91;37;Lleida;Aviles;3;0;3;0;2;8;7;7;5;2;11;6;7;3;2;1;False;1
14724;LaLiga Hypermotion;1990-91;37;Rayo;Sestao;2;0;3;0;4;2;2;5;6;1;8;2;11;3;5;5;False;1
14725;LaLiga Hypermotion;1990-91;37;Salamanca;Sabadell;0;1;0;3;6;9;4;7;9;2;9;1;7;10;3;9;False;2
14726;LaLiga Hypermotion;1990-91;37;Levante;Deportivo;0;2;0;3;8;10;7;8;8;1;10;3;8;5;4;5;False;2
14727;LaLiga Hypermotion;1990-91;37;Elche;Las Palmas;0;0;1;1;7;9;7;12;3;5;6;5;8;4;3;7;False;0
14728;LaLiga Hypermotion;1990-91;37;Eibar;Orihuela;1;1;1;1;8;7;8;9;5;5;8;5;6;5;2;5;False;0
14729;LaLiga Hypermotion;1990-91;37;Murcia;Athletic;1;0;3;0;10;3;7;4;10;2;9;4;6;6;3;6;False;1
14730;LaLiga Hypermotion;1990-91;37;Celta;Albacete;0;2;0;3;3;7;6;9;6;5;11;7;4;4;2;6;False;2
14731;LaLiga Hypermotion;1990-91;37;0erez;CD Malaga;1;4;0;3;5;10;0;11;5;4;4;7;15;6;6;6;False;2
14732;LaLiga Hypermotion;1990-91;38;Aviles;Levante;1;1;1;1;3;8;4;7;10;4;9;8;6;8;4;4;False;0
14733;LaLiga Hypermotion;1990-91;38;Sestao;0erez;4;1;3;0;2;6;4;0;4;4;8;1;5;14;3;12;False;1
14734;LaLiga Hypermotion;1990-91;38;Sabadell;Palamos;0;0;1;1;9;9;9;8;10;4;11;4;9;8;5;6;False;0
14735;LaLiga Hypermotion;1990-91;38;Deportivo;Murcia;2;0;3;0;10;9;11;7;12;3;12;2;2;6;5;9;False;1
14736;LaLiga Hypermotion;1990-91;38;Albacete;Salamanca;2;0;3;0;9;6;11;4;5;3;7;1;4;6;3;8;False;1
14737;LaLiga Hypermotion;1990-91;38;Orihuela;Celta;1;1;1;1;7;2;9;5;5;3;9;3;5;5;3;7;False;0
14738;LaLiga Hypermotion;1990-91;38;Athletic;Elche;3;0;3;0;2;7;3;7;4;5;6;4;6;8;3;8;False;1
14739;LaLiga Hypermotion;1990-91;38;Las Palmas;Rayo;2;2;1;1;7;6;10;4;10;4;15;2;4;11;0;11;False;0
14740;LaLiga Hypermotion;1990-91;38;Figueres;Lleida;0;2;0;3;8;5;7;9;9;1;10;2;8;7;5;10;False;2
14741;LaLiga Hypermotion;1990-91;38;CD Malaga;Eibar;0;0;1;1;13;6;11;6;9;5;13;5;7;5;4;7;False;0
14742;LaLiga EA Sports;1991-92;1;Athletic;Sevilla;0;2;0;3;7;5;4;4;11;4;13;2;8;7;3;9;False;2
14743;LaLiga EA Sports;1991-92;1;Cádiz;Real Madrid;0;1;0;3;8;13;10;13;11;11;10;10;4;5;6;7;False;2
14744;LaLiga EA Sports;1991-92;1;Valencia;Deportivo;2;1;3;0;7;12;10;13;6;3;9;6;3;2;3;4;False;1
14745;LaLiga EA Sports;1991-92;1;Atlético;Burgos;2;0;3;0;5;3;3;6;6;1;7;5;11;2;5;2;False;1
14746;LaLiga EA Sports;1991-92;1;Barcelona;R. Sociedad;2;0;3;0;4;4;7;5;8;5;11;3;6;5;2;9;False;1
14747;LaLiga EA Sports;1991-92;1;Osasuna;Albacete;2;0;3;0;5;11;8;13;6;6;6;7;5;4;7;6;False;1
14748;LaLiga EA Sports;1991-92;1;Oviedo;Mallorca;0;0;1;1;6;4;9;5;10;5;13;9;0;4;1;3;False;0
14749;LaLiga EA Sports;1991-92;1;Tenerife;Logrones;3;0;3;0;3;3;5;4;5;4;10;5;5;8;3;7;False;1
14750;LaLiga EA Sports;1991-92;1;Valladolid;Sporting;0;1;0;3;3;7;7;10;6;6;13;8;4;3;1;5;False;2
14751;LaLiga EA Sports;1991-92;1;Zaragoza;Espanyol;1;1;1;1;7;5;8;7;5;2;9;1;5;6;2;12;False;0
14752;LaLiga EA Sports;1991-92;2;Sevilla;Barcelona;4;2;3;0;6;5;6;7;8;4;10;7;6;4;4;6;False;1
14753;LaLiga EA Sports;1991-92;2;Albacete;Valencia;1;0;3;0;9;7;12;10;7;5;9;5;4;4;3;8;False;1
14754;LaLiga EA Sports;1991-92;2;Deportivo;Tenerife;1;1;1;1;11;6;10;8;12;5;12;4;3;4;4;8;False;0
14755;LaLiga EA Sports;1991-92;2;Espanyol;Oviedo;0;1;0;3;5;6;5;9;7;2;10;3;7;0;4;4;False;2
14756;LaLiga EA Sports;1991-92;2;Sporting;Athletic;3;2;3;0;6;6;10;4;8;6;13;4;2;6;1;10;False;1
14757;LaLiga EA Sports;1991-92;2;Logrones;Cádiz;2;1;3;0;2;4;4;7;5;1;4;3;9;5;8;4;False;1
14758;LaLiga EA Sports;1991-92;2;Mallorca;Atlético;0;2;0;3;3;6;5;6;3;3;5;1;3;9;3;10;False;2
14759;LaLiga EA Sports;1991-92;2;R. Sociedad;Zaragoza;0;0;1;1;4;6;5;6;5;4;6;3;5;6;6;8;False;0
14760;LaLiga EA Sports;1991-92;2;Burgos;Osasuna;4;0;3;0;3;7;5;10;9;3;8;9;4;5;5;1;False;1
14761;LaLiga EA Sports;1991-92;2;Real Madrid;Valladolid;1;0;3;0;10;3;13;7;11;2;12;5;4;3;3;4;False;1
14762;LaLiga EA Sports;1991-92;3;Athletic;Real Madrid;1;4;0;3;7;8;3;15;9;11;10;13;8;1;5;4;False;2
14763;LaLiga EA Sports;1991-92;3;Barcelona;Zaragoza;3;1;3;0;6;4;7;4;7;3;8;4;5;5;4;6;False;1
14764;LaLiga EA Sports;1991-92;3;Osasuna;Mallorca;1;0;3;0;4;2;9;4;7;4;6;7;6;4;7;3;False;1
14765;LaLiga EA Sports;1991-92;3;Oviedo;R. Sociedad;2;0;3;0;7;1;11;3;9;5;11;3;0;4;1;8;False;1
14766;LaLiga EA Sports;1991-92;3;Valencia;Burgos;1;1;1;1;6;6;9;7;8;0;12;2;4;3;3;4;False;0
14767;LaLiga EA Sports;1991-92;3;Atlético;Espanyol;3;0;3;0;5;2;6;2;5;2;7;2;9;7;4;9;False;1
14768;LaLiga EA Sports;1991-92;3;Cádiz;Deportivo;1;0;3;0;5;11;7;10;9;4;10;5;5;3;4;6;False;1
14769;LaLiga EA Sports;1991-92;3;Sevilla;Sporting;2;1;3;0;9;9;9;12;10;6;10;10;6;4;5;4;False;1
14770;LaLiga EA Sports;1991-92;3;Tenerife;Albacete;2;3;0;3;6;8;8;12;7;5;10;7;4;3;2;6;False;2
14771;LaLiga EA Sports;1991-92;3;Valladolid;Logrones;1;2;0;3;2;4;6;7;5;1;10;2;3;7;2;9;False;2
14772;LaLiga EA Sports;1991-92;4;Sporting;Barcelona;2;1;3;0;9;7;12;7;9;5;13;4;4;6;3;10;False;1
14773;LaLiga EA Sports;1991-92;4;R. Sociedad;Atlético;0;2;0;3;0;8;2;9;3;4;4;4;5;6;5;8;False;2
14774;LaLiga EA Sports;1991-92;4;Real Madrid;Sevilla;3;1;3;0;10;10;15;12;9;6;15;5;1;5;2;6;False;1
14775;LaLiga EA Sports;1991-92;4;Zaragoza;Oviedo;3;2;3;0;3;6;3;11;6;2;9;5;6;0;3;3;False;1
14776;LaLiga EA Sports;1991-92;4;Albacete;Cádiz;0;1;0;3;8;4;12;7;8;2;11;3;4;4;3;5;False;2
14777;LaLiga EA Sports;1991-92;4;Deportivo;Valladolid;1;0;3;0;6;2;7;3;12;2;10;3;4;5;5;6;False;1
14778;LaLiga EA Sports;1991-92;4;Espanyol;Osasuna;3;2;3;0;4;4;4;9;7;2;10;6;9;6;4;5;False;1
14779;LaLiga EA Sports;1991-92;4;Logrones;Athletic;0;1;0;3;6;7;10;3;6;7;6;3;6;10;8;12;False;2
14780;LaLiga EA Sports;1991-92;4;Mallorca;Valencia;0;1;0;3;0;5;3;7;3;5;4;5;3;4;5;8;False;2
14781;LaLiga EA Sports;1991-92;4;Burgos;Tenerife;3;1;3;0;5;8;5;8;11;6;8;5;4;5;5;7;False;1
14782;LaLiga EA Sports;1991-92;5;Valencia;Espanyol;1;0;3;0;4;7;7;7;7;2;10;2;4;8;4;10;False;1
14783;LaLiga EA Sports;1991-92;5;Athletic;Deportivo;0;0;1;1;4;5;3;7;8;4;7;5;10;4;8;4;False;0
14784;LaLiga EA Sports;1991-92;5;Atlético;Zaragoza;2;1;3;0;10;6;12;5;8;5;10;4;3;8;3;8;False;1
14785;LaLiga EA Sports;1991-92;5;Barcelona;Oviedo;1;2;0;3;8;8;6;10;11;4;12;4;8;3;5;6;False;2
14786;LaLiga EA Sports;1991-92;5;Cádiz;Burgos;0;2;0;3;5;10;9;10;9;1;12;3;4;4;3;4;False;2
14787;LaLiga EA Sports;1991-92;5;Sporting;Real Madrid;1;4;0;3;8;10;12;15;10;12;13;13;5;2;4;4;False;2
14788;LaLiga EA Sports;1991-92;5;Osasuna;R. Sociedad;1;0;3;0;6;0;9;2;7;4;8;3;7;6;6;8;False;1
14789;LaLiga EA Sports;1991-92;5;Sevilla;Logrones;0;1;0;3;10;4;9;7;11;3;12;5;8;6;5;8;False;2
14790;LaLiga EA Sports;1991-92;5;Tenerife;Mallorca;0;1;0;3;7;0;4;2;7;3;7;4;9;4;5;4;False;2
14791;LaLiga EA Sports;1991-92;5;Valladolid;Albacete;1;0;3;0;2;6;3;9;4;7;7;10;5;5;4;5;False;1
14792;LaLiga EA Sports;1991-92;6;Real Madrid;Barcelona;1;1;1;1;13;9;15;6;11;6;15;4;3;9;3;11;False;0
14793;LaLiga EA Sports;1991-92;6;Oviedo;Atlético;0;1;0;3;7;11;10;15;8;6;11;6;4;1;1;6;False;2
14794;LaLiga EA Sports;1991-92;6;Albacete;Athletic;4;0;3;0;4;4;6;4;8;5;10;3;6;9;4;10;False;1
14795;LaLiga EA Sports;1991-92;6;Deportivo;Sevilla;3;1;3;0;3;9;5;9;11;6;13;4;4;7;2;8;False;1
